battleID,reward,count
1,B2 Super Battle Droid,4
1,Ability Material Mk II,5
1,Ability Material Mk I,9
2,B2 Super Battle Droid,2
2,Ability Material Mk III,1
2,Ability Material Mk I,1
3,Bossk,4
3,Mk 9 Fabritech Data Pad Salvage,2
3,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
3,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
4,Jango Fett,4
4,Mk 4 SoroSuub Keypad Salvage,1
4,Mk 7 BlasTech Weapon Mod Prototype Salvage,3
4,Mk 10 BlasTech Weapon Mod Salvage,2
5,BTL-B Y-wing Starfighter,1
5,Ima-Gun Di,4
5,Mk 6 Chiewab Hypo Syringe Salvage,1
5,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
5,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
6,Droideka,2
6,Xanadu Blood,1
6,Mk 4 TaggeCo Holo Lens Salvage,1
7,Shaak Ti,2
7,Mk 10 TaggeCo Holo Lens Salvage,2
7,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
8,Mk 9 Fabritech Data Pad Salvage,1
9,Admiral Piett,1
9,Resistance Hero Poe,6
9,Mk 5 Nubian Design Tech Prototype Salvage,1
9,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
9,Mk 1 Carbanti Sensor Array Prototype Salvage,2
9,Mk 1 Athakam Medpac Salvage,3
10,First Order Executioner,8
10,Ability Material Mk II,1
10,Ability Material Mk I,1
11,Emperor's Shuttle,1
11,Mk 1 Chedak Comlink Salvage,1
11,Mk 4 BAW Armor Mod Salvage,2
12,Anakin's Eta-2 Starfighter,3
12,Mk 3 TaggeCo Holo Lens Prototype,1
12,Ship Ability Material Mk I,2
13,Carth Onasi,4
13,Mk 3 Carbanti Sensor Array Salvage,1
13,Ship Ability Material Mk I,1
14,B2 Super Battle Droid,8
14,Ability Material Mk II,2
14,Ability Material Mk I,4
15,B1 Battle Droid,2
15,Mk 2 Sienar Holo Projector Prototype Salvage,1
16,Mk 10 TaggeCo Holo Lens Salvage,1
16,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,2
16,Mk 5 Loronar Power Cell Salvage,1
16,Ship Ability Material Mk II,1
17,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,6
17,Mk 6 Arakyd Droid Caller Salvage,4
17,Mk 8 Neuro-Saav Electrobinoculars Salvage,5
17,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,4
17,Mk 4 BioTech Implant Prototype,9
18,First Order Executioner,6
18,Ability Material Mk III,1
18,Ability Material Mk I,5
19,Mk 4 BAW Armor Mod Salvage,1
20,Ship Ability Material Mk II,1
21,Jango Fett,4
21,Hound's Tooth,1
21,Mk 3 Czerka Stun Cuffs Salvage,1
21,Mk 10 BlasTech Weapon Mod Salvage,2
21,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
22,Mk 10 TaggeCo Holo Lens Salvage,1
22,Mk 2 Sienar Holo Projector Prototype Salvage,2
22,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
23,Mk 10 TaggeCo Holo Lens Salvage,2
23,Mk 5 Loronar Power Cell Salvage,1
23,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
24,Mk 8 Neuro-Saav Electrobinoculars Component,3
24,Mk 5 TaggeCo Holo Lens Prototype Salvage,3
24,Mk 3 Arakyd Droid Caller Salvage,5
24,Mk 4 BlasTech Weapon Mod Prototype,1
25,Shaak Ti,2
25,Reinforcement Materials,1
26,Bossk,4
26,Mk 9 Fabritech Data Pad Salvage,1
26,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
