battleID,reward,count
1,Ima-Gun Di,4
1,Mk 6 Chiewab Hypo Syringe Salvage,1
1,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
1,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
2,Ebon Hawk,6
2,Ability Material Mk III,6
2,Ability Material Mk II,13
2,Ability Material Mk I,13
3,Bossk,8
3,Mk 9 Fabritech Data Pad Salvage,2
3,Mk 5 Nubian Security Scanner Prototype Salvage,1
3,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
3,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
4,Jango Fett,2
4,Hound's Tooth,2
4,Mk 3 Czerka Stun Cuffs Salvage,3
4,Mk 4 SoroSuub Keypad Salvage,2
4,Mk 7 BlasTech Weapon Mod Prototype Salvage,3
4,Mk 10 BlasTech Weapon Mod Salvage,2
5,Shaak Ti,2
5,Mk 10 TaggeCo Holo Lens Salvage,2
5,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
5,Reinforcement Materials,1
5,Ship Ability Material Mk III,1
6,Amilyn Holdo,2
6,Mk 5 A/KT Stun Gun Prototype Salvage,1
6,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
6,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
7,Ebon Hawk,2
7,Ability Material Mk III,1
7,Ability Material Mk II,2
7,Ability Material Mk I,2
8,Mk 9 Fabritech Data Pad Salvage,1
8,Mk 2 Sienar Holo Projector Prototype Salvage,2
8,Mk 1 Chedak Comlink Salvage,1
8,Reinforcement Materials,1
9,Droideka,2
9,Xanadu Blood,1
9,Mk 6 Nubian Security Scanner Prototype Salvage,2
9,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
9,Mk 4 TaggeCo Holo Lens Salvage,4
9,Mk 4 Nubian Security Scanner Prototype Salvage,2
10,Enfys Nest,2
10,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
11,Mk 9 Fabritech Data Pad Component,1
11,Mk 12 ArmaTek Visor Prototype Salvage,2
11,Mk 4 SoroSuub Keypad Salvage,8
11,Mk 7 BlasTech Weapon Mod Prototype Salvage,4
11,Mk 3 BioTech Implant,6
12,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
12,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
12,Reinforcement Materials,1
