battleID,reward,count
1,B2 Super Battle Droid,18
1,Ability Material Mk III,6
1,Ability Material Mk II,3
1,Ability Material Mk I,5
2,Mk 5 Nubian Security Scanner Prototype Salvage,1
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
3,Jango Fett,4
3,Hound's Tooth,1
3,Mk 4 SoroSuub Keypad Salvage,1
3,Mk 3 Czerka Stun Cuffs Salvage,1
3,Mk 10 BlasTech Weapon Mod Salvage,2
3,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
4,B2 Super Battle Droid,4
4,Ability Material Mk II,1
4,Ability Material Mk I,3
5,Rey (Scavenger),4
5,Mk 1 Carbanti Sensor Array Prototype Salvage,2
5,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
5,Mk 2 TaggeCo Holo Lens,4
5,Mk 2 CEC Fusion Furnace,1
6,Anakin's Eta-2 Starfighter,1
6,Mk 3 TaggeCo Holo Lens Prototype,1
7,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
8,Admiral Piett,2
8,Resistance Hero Poe,4
8,Mk 5 Nubian Design Tech Prototype Salvage,1
8,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
8,Mk 1 Athakam Medpac Salvage,4
8,Mk 1 Carbanti Sensor Array Prototype Salvage,2
9,Anakin's Eta-2 Starfighter,3
9,Mk 3 TaggeCo Holo Lens Prototype,2
10,Jango Fett,6
10,Mk 4 SoroSuub Keypad Salvage,1
10,Mk 3 Czerka Stun Cuffs Salvage,1
10,Mk 10 BlasTech Weapon Mod Salvage,2
10,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
11,Carth Onasi,2
11,Mk 3 Carbanti Sensor Array Salvage,2
11,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
11,Mk 2 Chedak Comlink Prototype,1
12,First Order Executioner,4
13,Mk 1 Carbanti Sensor Array Prototype Salvage,1
13,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
13,Mk 2 TaggeCo Holo Lens,1
14,Mk 5 A/KT Stun Gun Prototype Salvage,1
14,Mk 7 BAW Armor Mod Prototype Salvage,5
14,Mk 4 Loronar Power Cell Prototype,5
15,Mk 10 TaggeCo Holo Lens Salvage,1
15,Ship Ability Material Omega,1
15,Reinforcement Materials,1
16,Mk 9 Fabritech Data Pad Salvage,1
16,Mk 2 Sienar Holo Projector Prototype Salvage,1
16,Mk 1 Chedak Comlink Salvage,2
17,B2 Super Battle Droid,8
17,Ability Material Mk II,4
17,Ability Material Mk I,4
18,First Order Executioner,8
18,Ability Material Mk I,3
19,Emperor's Shuttle,2
19,Mk 4 Arakyd Droid Caller Salvage,1
19,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
19,Mk 1 Chedak Comlink Salvage,3
19,Mk 4 BAW Armor Mod Salvage,1
20,Jango Fett,2
20,Hound's Tooth,1
20,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
21,Carth Onasi,2
22,Mk 5 A/KT Stun Gun Prototype Salvage,1
22,Mk 7 BAW Armor Mod Prototype Salvage,2
22,Mk 4 Loronar Power Cell Prototype,5
23,Mk 12 ArmaTek Fusion Furnace Prototype Salvage,1
23,Mk 5 Nubian Security Scanner Prototype Salvage,1
23,Mk 4 BAW Armor Mod Salvage,1
23,Mk 2 Fabritech Data Pad,1
