battleID,reward,count
1,B2 Super Battle Droid,18
1,Ability Material Mk II,3
1,Ability Material Mk I,11
2,Bossk,4
2,Mk 10 Neuro-Saav Electrobinoculars Salvage,2
2,Mk 5 Nubian Security Scanner Prototype Salvage,1
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
3,Rey (Scavenger),4
3,Rey's Millennium Falcon,2
3,Mk 1 Carbanti Sensor Array Prototype Salvage,2
3,Mk 5 TaggeCo Holo Lens Prototype Salvage,2
3,Mk 2 TaggeCo Holo Lens,5
3,Mk 2 CEC Fusion Furnace,5
4,Jango Fett,2
4,Hound's Tooth,2
4,Mk 3 Czerka Stun Cuffs Salvage,1
4,Mk 4 SoroSuub Keypad Salvage,3
4,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
5,Ima-Gun Di,2
5,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
5,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
5,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
6,Anakin's Eta-2 Starfighter,1
6,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
6,Mk 3 TaggeCo Holo Lens Prototype,1
6,Ship Ability Material Mk I,1
7,Shaak Ti,2
7,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
8,Admiral Piett,1
8,Resistance Hero Poe,4
8,Mk 5 Nubian Design Tech Prototype Salvage,1
8,Mk 1 Athakam Medpac Salvage,4
8,Mk 1 Carbanti Sensor Array Prototype Salvage,2
9,Anakin's Eta-2 Starfighter,2
9,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
9,Mk 3 TaggeCo Holo Lens Prototype,2
10,First Order Executioner,8
10,Ability Material Mk I,3
11,Carth Onasi,2
11,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
11,Mk 2 Chedak Comlink Prototype,1
11,Ship Ability Material Mk I,1
12,Ima-Gun Di,2
13,Shaak Ti,2
13,Mk 10 TaggeCo Holo Lens Salvage,1
14,B2 Super Battle Droid,2
14,Ability Material Mk III,1
14,Ability Material Mk II,2
14,Ability Material Mk I,2
15,Mk 5 A/KT Stun Gun Prototype Salvage,5
15,Mk 7 BAW Armor Mod Prototype Salvage,4
15,Mk 4 Loronar Power Cell Prototype,8
16,Mk 2 Arakyd Droid Caller,1
17,First Order Executioner,4
17,Ability Material Mk II,2
17,Ability Material Mk I,2
18,Emperor's Shuttle,2
18,Mk 1 Chedak Comlink Salvage,3
18,Mk 4 BAW Armor Mod Salvage,3
19,Jango Fett,4
19,Hound's Tooth,1
19,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
20,Carth Onasi,2
20,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
21,Shaak Ti,2
21,Mk 2 Sienar Holo Projector Prototype Salvage,1
21,Reinforcement Materials,1
