battleID,reward,count
1,B2 Super Battle Droid,6
1,Ability Material Mk III,1
1,Ability Material Mk II,7
1,Ability Material Mk I,7
2,Bossk,2
2,Mk 10 Neuro-Saav Electrobinoculars Salvage,2
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
3,BTL-B Y-wing Starfighter,1
3,Mk 6 Chiewab Hypo Syringe Salvage,1
3,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
3,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
4,Jango Fett,2
4,Hound's Tooth,2
4,Mk 4 SoroSuub Keypad Salvage,1
4,Mk 10 BlasTech Weapon Mod Salvage,2
5,Ability Material Mk II,1
5,Ability Material Mk I,2
6,Shaak Ti,2
6,Mk 10 TaggeCo Holo Lens Salvage,1
6,Mk 2 Sienar Holo Projector Prototype Salvage,3
6,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
6,Reinforcement Materials,1
6,Ship Ability Material Mk II,1
8,Amilyn Holdo,2
8,Mk 5 A/KT Stun Gun Prototype Salvage,1
8,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
8,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
9,First Order Executioner,8
9,Ability Material Mk II,1
9,Ability Material Mk I,2
10,Admiral Piett,3
10,Resistance Hero Poe,2
10,Mk 5 Nubian Design Tech Prototype Salvage,2
10,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
10,Mk 1 Carbanti Sensor Array Prototype Salvage,1
10,Mk 1 Athakam Medpac Salvage,1
11,Emperor's Shuttle,1
11,Mk 5 Chiewab Hypo Syringe Prototype Salvage,2
11,Mk 4 Arakyd Droid Caller Salvage,1
12,Carth Onasi,2
12,Mk 3 Carbanti Sensor Array Salvage,2
12,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
12,Mk 2 Chedak Comlink Prototype,1
13,Mk 10 TaggeCo Holo Lens Salvage,1
13,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
14,First Order Executioner,10
14,Ability Material Mk I,1
15,Hound's Tooth,1
15,Mk 4 SoroSuub Keypad Salvage,2
15,Mk 3 Czerka Stun Cuffs Salvage,1
15,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
15,Mk 10 BlasTech Weapon Mod Salvage,3
16,Emperor's Shuttle,2
16,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
16,Mk 4 Arakyd Droid Caller Salvage,1
16,Mk 1 Chedak Comlink Salvage,2
16,Mk 4 BAW Armor Mod Salvage,1
17,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
18,Shaak Ti,2
18,Mk 10 TaggeCo Holo Lens Salvage,1
19,B1 Battle Droid,4
19,Mk 2 Sienar Holo Projector Prototype Salvage,2
19,Mk 1 Chedak Comlink Salvage,1
20,Droideka,4
20,Xanadu Blood,1
20,Mk 6 Nubian Security Scanner Prototype Salvage,1
20,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
20,Mk 4 TaggeCo Holo Lens Salvage,1
21,Ebon Hawk,2
21,Ability Material Mk II,3
21,Ability Material Mk I,5
22,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
23,Mk 1 Chedak Comlink Salvage,3
23,Mk 2 Sienar Holo Projector Prototype Salvage,2
23,Reinforcement Materials,1
23,Ship Ability Material Mk III,1
24,Mk 8 BioTech Implant Component,1
24,Mk 8 Nubian Design Tech Salvage,1
24,Mk 6 Fabritech Data Pad Salvage,2
24,Mk 7 BAW Armor Mod Prototype Salvage,2
24,Mk 3 BioTech Implant,4
