battleID,reward,count
1,Flawed Signal Data,2
1,Ability Material Mk II,1
1,Ability Material Mk I,2
2,BTL-B Y-wing Starfighter,1
2,Mk 8 BlasTech Weapon Mod Prototype Salvage,3
2,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,3
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,4
3,Amilyn Holdo,8
3,Mk 5 A/KT Stun Gun Prototype Salvage,1
3,Mk 5 Merr-Sonn Thermal Detonator Prototype Salvage,1
3,Mk 7 BlasTech Weapon Mod Prototype Salvage,3
3,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
4,Shaak Ti,4
4,Mk 2 Sienar Holo Projector Prototype Salvage,2
4,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
5,Jango Fett,4
5,Hound's Tooth,3
5,Mk 3 Czerka Stun Cuffs Salvage,3
5,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
6,Droideka,6
6,Xanadu Blood,1
6,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
6,Mk 6 Nubian Security Scanner Prototype Salvage,1
6,Mk 4 Nubian Security Scanner Prototype Salvage,2
7,B1 Battle Droid,2
7,Mk 9 Fabritech Data Pad Salvage,1
7,Mk 1 Chedak Comlink Salvage,2
7,Mk 2 Sienar Holo Projector Prototype Salvage,1
8,Enfys Nest,2
9,Threepio & Chewie,2
9,Mk 3 Sienar Holo Projector Salvage,2
9,Mk 7 BAW Armor Mod Prototype Salvage,1
10,Incomplete Signal Data,5
10,Ability Material Mk III,1
10,Ability Material Mk II,5
10,Ability Material Mk I,4
11,Mk 5 SoroSuub Keypad Salvage,1
11,Mk 3 Sienar Holo Projector Salvage,1
12,Resistance Trooper,4
12,Mk 4 BAW Armor Mod Salvage,2
12,Mk 2 TaggeCo Holo Lens,3
12,Mk 1 BlasTech Weapon Mod,2
13,Enfys Nest,2
13,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
13,Ship Ability Material Omega,1
13,Ship Ability Material Mk II,1
14,Mk 5 A/KT Stun Gun Prototype Salvage,5
14,Mk 7 BAW Armor Mod Prototype Salvage,5
14,Mk 4 Loronar Power Cell Prototype,5
15,Mk 1 BAW Armor Mod,1
15,Mk 3 Neuro-Saav Electrobinoculars,4
16,Mk 5 A/KT Stun Gun Prototype Salvage,3
16,Mk 7 BAW Armor Mod Prototype Salvage,5
16,Mk 4 Loronar Power Cell Prototype,2
17,Mk 3 Neuro-Saav Electrobinoculars,3
