battleID,reward,count
1,First Order Executioner,6
1,Ability Material Mk II,1
1,Ability Material Mk I,1
2,Admiral Piett,3
2,Resistance Hero Poe,4
2,Mk 5 Nubian Design Tech Prototype Salvage,2
2,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
2,Mk 1 Carbanti Sensor Array Prototype Salvage,3
2,Mk 1 Athakam Medpac Salvage,2
4,Anakin's Eta-2 Starfighter,1
4,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
4,Mk 3 TaggeCo Holo Lens Prototype,2
5,Mk 2 Chedak Comlink Prototype,1
6,Ebon Hawk,5
6,Ability Material Mk III,3
6,Ability Material Mk II,8
6,Ability Material Mk I,14
7,Bossk,8
7,Mk 9 Fabritech Data Pad Salvage,2
7,Mk 5 Nubian Security Scanner Prototype Salvage,1
7,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
8,Hound's Tooth,1
8,Mk 4 SoroSuub Keypad Salvage,1
8,Mk 3 Czerka Stun Cuffs Salvage,1
8,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
9,BTL-B Y-wing Starfighter,1
9,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
9,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
9,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,3
10,Rey (Scavenger),4
10,Rey's Millennium Falcon,1
10,Mk 5 TaggeCo Holo Lens Prototype Salvage,2
10,Mk 1 Carbanti Sensor Array Prototype Salvage,2
10,Mk 2 TaggeCo Holo Lens,4
10,Mk 2 CEC Fusion Furnace,2
11,Shaak Ti,4
11,Mk 10 TaggeCo Holo Lens Salvage,2
11,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
11,Ship Ability Material Omega,1
12,B1 Battle Droid,2
12,Reinforcement Materials,1
13,Ability Material Mk II,2
13,Ability Material Mk I,3
14,B1 Battle Droid,2
14,Mk 9 Fabritech Data Pad Salvage,1
14,Mk 2 Sienar Holo Projector Prototype Salvage,1
14,Ship Ability Material Omega,1
14,Ship Ability Material Mk II,1
15,Mk 5 A/KT Stun Gun Prototype Salvage,4
15,Mk 7 BAW Armor Mod Prototype Salvage,6
15,Mk 4 Loronar Power Cell Prototype,12
16,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
16,Mk 2 Arakyd Droid Caller,6
17,Emperor's Shuttle,1
17,Mk 1 Chedak Comlink Salvage,1
18,First Order Executioner,12
18,Ability Material Mk I,3
19,Hound's Tooth,1
19,Mk 4 SoroSuub Keypad Salvage,1
19,Mk 3 Czerka Stun Cuffs Salvage,1
19,Mk 10 BlasTech Weapon Mod Salvage,1
21,Carth Onasi,4
21,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
21,Mk 2 Chedak Comlink Prototype,2
22,Shaak Ti,2
22,Mk 10 TaggeCo Holo Lens Salvage,1
22,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
22,Reinforcement Materials,1
22,Ship Ability Material Mk III,1
23,Mk 10 TaggeCo Holo Lens Salvage,1
23,Mk 5 Loronar Power Cell Salvage,2
23,Reinforcement Materials,1
24,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,3
24,Mk 8 Neuro-Saav Electrobinoculars Salvage,1
24,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,2
24,Mk 4 BioTech Implant Prototype,4
