battleID,reward,count
1,B2 Super Battle Droid,10
1,Ability Material Mk III,1
1,Ability Material Mk II,4
1,Ability Material Mk I,6
2,Ability Material Mk II,3
2,Ability Material Mk I,2
3,BTL-B Y-wing Starfighter,2
3,Ima-Gun Di,4
3,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
3,Mk 6 Chiewab Hypo Syringe Salvage,1
3,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
3,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
4,Rey's Millennium Falcon,2
4,Mk 1 Carbanti Sensor Array Prototype Salvage,2
4,Mk 2 TaggeCo Holo Lens,5
4,Mk 2 CEC Fusion Furnace,2
5,Jango Fett,4
5,Hound's Tooth,3
5,Mk 4 SoroSuub Keypad Salvage,2
5,Mk 3 Czerka Stun Cuffs Salvage,2
5,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
5,Mk 10 BlasTech Weapon Mod Salvage,1
6,Bossk,2
6,Mk 9 Fabritech Data Pad Salvage,2
6,Mk 5 Nubian Security Scanner Prototype Salvage,2
6,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
6,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
7,Shaak Ti,2
7,Mk 10 TaggeCo Holo Lens Salvage,1
7,Reinforcement Materials,1
8,B1 Battle Droid,2
8,Mk 2 Sienar Holo Projector Prototype Salvage,1
9,Admiral Piett,1
9,Resistance Hero Poe,4
9,Mk 5 Nubian Design Tech Prototype Salvage,3
9,Mk 1 Carbanti Sensor Array Prototype Salvage,2
10,Anakin's Eta-2 Starfighter,2
11,First Order Executioner,4
11,Ability Material Mk II,1
11,Ability Material Mk I,2
12,Jango Fett,2
12,Hound's Tooth,1
12,Mk 3 Czerka Stun Cuffs Salvage,1
12,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
12,Mk 10 BlasTech Weapon Mod Salvage,1
13,Carth Onasi,4
13,Ship Ability Material Mk II,1
14,First Order Executioner,12
14,Ability Material Mk II,1
14,Ability Material Mk I,5
15,Emperor's Shuttle,2
15,Mk 4 Arakyd Droid Caller Salvage,2
15,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
15,Mk 1 Chedak Comlink Salvage,4
15,Mk 4 BAW Armor Mod Salvage,2
16,Jango Fett,2
16,Hound's Tooth,2
16,Mk 10 BlasTech Weapon Mod Salvage,2
16,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
18,Carth Onasi,2
18,Mk 3 Carbanti Sensor Array Salvage,2
18,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
19,Mk 10 TaggeCo Holo Lens Salvage,1
19,Mk 2 Sienar Holo Projector Prototype Salvage,1
20,Mk 9 Fabritech Data Pad Salvage,1
20,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
21,B2 Super Battle Droid,4
21,Ability Material Mk III,1
21,Ability Material Mk II,3
21,Ability Material Mk I,2
22,B1 Battle Droid,2
22,Mk 1 Chedak Comlink Salvage,1
23,Droideka,2
23,Xanadu Blood,2
23,Mk 4 Nubian Security Scanner Prototype Salvage,1
23,Mk 4 TaggeCo Holo Lens Salvage,2
24,Mk 5 Loronar Power Cell Salvage,2
24,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
24,Reinforcement Materials,1
25,Mk 3 Arakyd Droid Caller Salvage,4
25,Mk 5 TaggeCo Holo Lens Prototype Salvage,2
25,Mk 4 BlasTech Weapon Mod Prototype,4
26,Mk 5 Loronar Power Cell Salvage,2
27,Mk 8 Neuro-Saav Electrobinoculars Component,3
27,Mk 3 Arakyd Droid Caller Salvage,3
27,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
27,Mk 4 BlasTech Weapon Mod Prototype,4
28,Shaak Ti,2
29,Bossk,4
29,Mk 9 Fabritech Data Pad Salvage,2
29,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
29,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
