battleID,reward,count
1,L3-37,6
1,Ability Material Mk III,1
1,Ability Material Mk II,5
1,Ability Material Mk I,3
2,L3-37,2
2,Ability Material Mk III,2
2,Ability Material Mk II,2
2,Ability Material Mk I,2
3,Bossk,6
3,Mk 9 Fabritech Data Pad Salvage,2
3,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
4,Rey (Scavenger),2
4,Rey's Millennium Falcon,1
4,Mk 1 Carbanti Sensor Array Prototype Salvage,2
4,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
4,Mk 2 TaggeCo Holo Lens,3
4,Mk 2 CEC Fusion Furnace,2
5,Jango Fett,2
5,Hound's Tooth,2
5,Mk 4 SoroSuub Keypad Salvage,2
5,Mk 10 BlasTech Weapon Mod Salvage,2
6,Anakin's Eta-2 Starfighter,3
6,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
6,Mk 3 TaggeCo Holo Lens Prototype,1
7,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
8,First Order Executioner,2
8,Ability Material Mk I,3
9,Jango Fett,2
9,Hound's Tooth,2
9,Mk 3 Czerka Stun Cuffs Salvage,1
9,Mk 10 BlasTech Weapon Mod Salvage,3
9,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
10,Resistance Hero Poe,2
10,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
10,Mk 5 Nubian Design Tech Prototype Salvage,1
10,Mk 1 Carbanti Sensor Array Prototype Salvage,2
10,Mk 1 Athakam Medpac Salvage,1
11,Anakin's Eta-2 Starfighter,1
11,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
12,Carth Onasi,2
12,Mk 3 Carbanti Sensor Array Salvage,2
12,Mk 2 Chedak Comlink Prototype,1
13,Shaak Ti,2
13,Mk 10 TaggeCo Holo Lens Salvage,1
13,Reinforcement Materials,1
14,Mk 4 SoroSuub Keypad Salvage,1
15,Mk 5 A/KT Stun Gun Prototype Salvage,6
15,Mk 7 BAW Armor Mod Prototype Salvage,3
15,Mk 4 Loronar Power Cell Prototype,7
16,B2 Super Battle Droid,6
16,Ability Material Mk II,4
16,Ability Material Mk I,3
17,Mk 12 ArmaTek Fusion Furnace Prototype Salvage,3
17,Mk 5 Nubian Security Scanner Prototype Salvage,2
17,Mk 4 BAW Armor Mod Salvage,4
17,Mk 2 Fabritech Data Pad,4
18,Resistance Hero Poe,2
18,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
18,Mk 1 Carbanti Sensor Array Prototype Salvage,1
19,Emperor's Shuttle,3
19,Mk 5 Chiewab Hypo Syringe Prototype Salvage,2
19,Mk 4 Arakyd Droid Caller Salvage,1
19,Mk 1 Chedak Comlink Salvage,3
19,Mk 4 BAW Armor Mod Salvage,1
20,First Order Executioner,8
20,Ability Material Mk II,1
20,Ability Material Mk I,1
21,Carth Onasi,4
