battleID,reward,count
1,Ebon Hawk,5
1,Ability Material Mk III,8
1,Ability Material Mk II,7
1,Ability Material Mk I,10
2,Mk 9 Fabritech Data Pad Salvage,2
2,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
3,Jango Fett,2
3,Hound's Tooth,1
3,Mk 3 Czerka Stun Cuffs Salvage,1
3,Mk 4 SoroSuub Keypad Salvage,1
3,Mk 7 BlasTech Weapon Mod Prototype Salvage,3
3,Mk 10 BlasTech Weapon Mod Salvage,2
4,Ima-Gun Di,6
4,Mk 6 Chiewab Hypo Syringe Salvage,2
4,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
4,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,3
4,Mk 6 TaggeCo Holo Lens Prototype Salvage,5
5,Mk 2 Sienar Holo Projector Prototype Salvage,1
5,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
5,Reinforcement Materials,2
5,Ship Ability Material Mk I,1
6,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
6,Mk 8 Neuro-Saav Electrobinoculars Salvage,1
6,Mk 6 Arakyd Droid Caller Salvage,1
6,Mk 4 BioTech Implant Prototype,3
7,First Order Executioner,4
7,Ability Material Mk II,1
7,Ability Material Mk I,1
8,Anakin's Eta-2 Starfighter,1
8,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
8,Mk 3 TaggeCo Holo Lens Prototype,2
9,Mk 2 Chedak Comlink Prototype,1
10,Admiral Piett,2
10,Resistance Hero Poe,2
10,Mk 5 Nubian Design Tech Prototype Salvage,1
10,Mk 1 Carbanti Sensor Array Prototype Salvage,2
10,Mk 1 Athakam Medpac Salvage,2
11,First Order Executioner,8
11,Ability Material Mk II,1
12,Emperor's Shuttle,1
12,Mk 4 BAW Armor Mod Salvage,1
13,Carth Onasi,2
13,Mk 3 Carbanti Sensor Array Salvage,1
13,Mk 2 Chedak Comlink Prototype,1
14,Shaak Ti,4
15,B1 Battle Droid,4
15,Mk 9 Fabritech Data Pad Salvage,3
15,Mk 1 Chedak Comlink Salvage,2
15,Mk 2 Sienar Holo Projector Prototype Salvage,1
15,Reinforcement Materials,1
16,Ebon Hawk,1
16,Ability Material Mk III,1
16,Ability Material Mk II,4
16,Ability Material Mk I,6
17,Droideka,4
17,Xanadu Blood,2
17,Mk 6 Nubian Security Scanner Prototype Salvage,2
17,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
17,Mk 4 Nubian Security Scanner Prototype Salvage,1
18,Mk 10 TaggeCo Holo Lens Salvage,1
18,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
19,Mk 8 Neuro-Saav Electrobinoculars Salvage,3
19,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,2
19,Mk 4 BioTech Implant Prototype,4
