battleID,reward,count
1,B2 Super Battle Droid,12
1,Ability Material Mk III,4
1,Ability Material Mk II,7
1,Ability Material Mk I,8
2,B2 Super Battle Droid,6
2,Ability Material Mk III,1
2,Ability Material Mk II,2
2,Ability Material Mk I,2
3,Bossk,6
3,Mk 9 Fabritech Data Pad Salvage,2
3,Mk 5 Nubian Security Scanner Prototype Salvage,1
3,Mk 10 Neuro-Saav Electrobinoculars Salvage,2
3,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
4,Jango Fett,4
4,Mk 3 Czerka Stun Cuffs Salvage,3
4,Mk 4 SoroSuub Keypad Salvage,1
4,Mk 10 BlasTech Weapon Mod Salvage,4
4,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
5,BTL-B Y-wing Starfighter,1
5,Ima-Gun Di,2
5,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
5,Mk 6 Chiewab Hypo Syringe Salvage,1
5,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
5,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
6,Mk 2 Zaltin Bacta Gel Prototype Salvage,2
6,Mk 6 Nubian Security Scanner Prototype Salvage,1
6,Mk 4 TaggeCo Holo Lens Salvage,1
6,Mk 4 Nubian Security Scanner Prototype Salvage,2
7,Shaak Ti,2
7,Mk 10 TaggeCo Holo Lens Salvage,1
7,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
7,Mk 2 Sienar Holo Projector Prototype Salvage,3
7,Reinforcement Materials,1
8,Mk 9 Fabritech Data Pad Salvage,1
8,Ship Ability Material Mk III,1
9,Resistance Hero Poe,6
9,Mk 2 Zaltin Bacta Gel Prototype Salvage,2
9,Mk 5 Nubian Design Tech Prototype Salvage,1
9,Mk 1 Carbanti Sensor Array Prototype Salvage,2
9,Mk 1 Athakam Medpac Salvage,1
10,Emperor's Shuttle,2
10,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
10,Mk 4 Arakyd Droid Caller Salvage,1
10,Mk 1 Chedak Comlink Salvage,1
11,First Order Executioner,8
11,Ability Material Mk II,1
11,Ability Material Mk I,1
12,Anakin's Eta-2 Starfighter,1
12,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
12,Mk 3 TaggeCo Holo Lens Prototype,2
13,Carth Onasi,4
13,Mk 3 Carbanti Sensor Array Salvage,1
13,Mk 2 Chedak Comlink Prototype,2
14,B2 Super Battle Droid,6
14,Ability Material Mk II,5
14,Ability Material Mk I,3
15,B1 Battle Droid,6
15,Mk 2 Sienar Holo Projector Prototype Salvage,1
15,Mk 1 Chedak Comlink Salvage,1
15,Reinforcement Materials,1
17,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
17,Mk 5 Loronar Power Cell Salvage,2
18,Mk 5 A/KT Stun Gun Prototype Salvage,3
18,Mk 7 BAW Armor Mod Prototype Salvage,5
18,Mk 4 Loronar Power Cell Prototype,2
19,Emperor's Shuttle,1
19,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
19,Mk 4 BAW Armor Mod Salvage,2
20,First Order Executioner,2
20,Ability Material Mk II,1
20,Ability Material Mk I,2
21,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
21,Mk 2 Chedak Comlink Prototype,1
22,Jango Fett,2
22,Mk 3 Czerka Stun Cuffs Salvage,1
22,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
23,Mk 10 TaggeCo Holo Lens Salvage,1
23,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
23,Ship Ability Material Mk I,1
24,Mk 10 TaggeCo Holo Lens Salvage,2
24,Mk 5 Loronar Power Cell Salvage,2
25,Mk 7 BAW Armor Mod Prototype Salvage,4
25,Mk 6 Fabritech Data Pad Salvage,1
25,Mk 3 BioTech Implant,4
