battleID,reward,count
1,Rey (Scavenger),6
1,Rey's Millennium Falcon,3
1,Mk 5 TaggeCo Holo Lens Prototype Salvage,4
1,Mk 1 Carbanti Sensor Array Prototype Salvage,3
1,Mk 2 TaggeCo Holo Lens,3
1,Mk 2 CEC Fusion Furnace,3
2,Bossk,2
2,Mk 9 Fabritech Data Pad Salvage,1
2,Mk 5 Nubian Security Scanner Prototype Salvage,1
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
3,B2 Super Battle Droid,8
3,Ability Material Mk III,1
3,Ability Material Mk II,3
3,Ability Material Mk I,3
4,Anakin's Eta-2 Starfighter,1
4,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
5,Hound's Tooth,1
5,Mk 4 SoroSuub Keypad Salvage,2
5,Mk 3 Czerka Stun Cuffs Salvage,1
5,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
5,Mk 10 BlasTech Weapon Mod Salvage,1
6,Shaak Ti,2
6,Mk 10 TaggeCo Holo Lens Salvage,1
6,Mk 2 Sienar Holo Projector Prototype Salvage,1
7,First Order Executioner,2
7,Ability Material Mk II,1
7,Ability Material Mk I,2
8,Admiral Piett,3
8,Resistance Hero Poe,4
8,Mk 2 Zaltin Bacta Gel Prototype Salvage,2
8,Mk 1 Athakam Medpac Salvage,2
8,Mk 1 Carbanti Sensor Array Prototype Salvage,2
9,Mk 4 BAW Armor Mod Salvage,1
10,Anakin's Eta-2 Starfighter,3
10,Mk 3 TaggeCo Holo Lens Prototype,2
11,Carth Onasi,6
11,Mk 3 Carbanti Sensor Array Salvage,1
11,Ship Ability Material Mk I,1
12,B2 Super Battle Droid,6
12,Ability Material Mk II,5
12,Ability Material Mk I,5
13,Jango Fett,2
14,Mk 7 Kyrotech Shock Prod Prototype Salvage,4
14,Mk 5 SoroSuub Keypad Salvage,3
14,Mk 7 BAW Armor Mod Prototype Salvage,5
14,Mk 5 Fabritech Data Pad,5
15,Shaak Ti,2
15,Mk 2 Sienar Holo Projector Prototype Salvage,2
15,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
15,Ship Ability Material Mk III,1
16,Mk 3 Sienar Holo Projector Salvage,4
16,Mk 3 Neuro-Saav Electrobinoculars,6
16,Ship Ability Material Mk I,1
17,First Order Executioner,10
17,Ability Material Mk III,1
17,Ability Material Mk II,1
17,Ability Material Mk I,2
18,Emperor's Shuttle,1
18,Mk 4 Arakyd Droid Caller Salvage,3
18,Mk 1 Chedak Comlink Salvage,1
19,Jango Fett,2
19,Hound's Tooth,2
19,Mk 3 Czerka Stun Cuffs Salvage,1
19,Mk 10 BlasTech Weapon Mod Salvage,2
19,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
20,Mk 3 Carbanti Sensor Array Salvage,1
20,Mk 2 Chedak Comlink Prototype,1
21,Shaak Ti,2
21,Ship Ability Material Omega,1
21,Reinforcement Materials,1
