battleID,reward,count
1,Admiral Piett,1
1,Resistance Hero Poe,2
1,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
1,Mk 1 Athakam Medpac Salvage,2
1,Mk 1 Carbanti Sensor Array Prototype Salvage,3
2,Emperor's Shuttle,2
2,Mk 4 BAW Armor Mod Salvage,3
3,First Order Executioner,4
3,Ability Material Mk II,1
3,Ability Material Mk I,2
4,Anakin's Eta-2 Starfighter,3
4,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
4,Mk 3 TaggeCo Holo Lens Prototype,2
5,Carth Onasi,2
5,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
5,Mk 2 Chedak Comlink Prototype,1
6,Bossk,2
6,Mk 9 Fabritech Data Pad Salvage,3
6,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
6,Mk 5 Nubian Security Scanner Prototype Salvage,1
7,Rey (Scavenger),4
7,Rey's Millennium Falcon,1
7,Mk 1 Carbanti Sensor Array Prototype Salvage,2
7,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
7,Mk 2 TaggeCo Holo Lens,3
7,Mk 2 CEC Fusion Furnace,1
8,B2 Super Battle Droid,8
8,Ability Material Mk III,2
8,Ability Material Mk II,5
8,Ability Material Mk I,6
9,Hound's Tooth,2
9,Mk 3 Czerka Stun Cuffs Salvage,1
9,Mk 4 SoroSuub Keypad Salvage,1
10,Anakin's Eta-2 Starfighter,2
10,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
10,Mk 3 TaggeCo Holo Lens Prototype,4
11,Shaak Ti,2
11,Mk 10 TaggeCo Holo Lens Salvage,1
11,Mk 2 Sienar Holo Projector Prototype Salvage,2
12,First Order Executioner,16
13,Emperor's Shuttle,1
13,Mk 4 BAW Armor Mod Salvage,1
13,Mk 1 Chedak Comlink Salvage,1
14,Jango Fett,4
14,Hound's Tooth,3
14,Mk 7 BlasTech Weapon Mod Prototype Salvage,3
14,Mk 10 BlasTech Weapon Mod Salvage,3
15,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
16,Carth Onasi,2
16,Mk 2 Chedak Comlink Prototype,1
17,Shaak Ti,2
17,Reinforcement Materials,1
17,Ship Ability Material Mk III,1
18,Jango Fett,2
18,Hound's Tooth,1
19,B2 Super Battle Droid,4
19,Ability Material Mk III,1
19,Ability Material Mk I,3
20,Mk 10 TaggeCo Holo Lens Salvage,1
21,Mk 5 Athakam Medpac Component,2
21,Mk 6 Carbanti Sensor Array Salvage,2
21,Mk 1 Zaltin Bacta Gel Prototype Salvage,9
21,Mk 3 Chiewab Hypo Syringe Prototype Salvage,4
21,Mk 5 BlasTech Weapon Mod Prototype,8
22,Mk 3 Sienar Holo Projector Salvage,2
22,Mk 3 Neuro-Saav Electrobinoculars,3
23,Mk 7 BAW Armor Mod Prototype Salvage,3
23,Mk 4 Loronar Power Cell Prototype,2
24,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
24,Mk 2 Arakyd Droid Caller,3
