battleID,reward,count
1,Jango Fett,4
1,Hound's Tooth,3
1,Mk 3 Czerka Stun Cuffs Salvage,3
1,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
1,Mk 10 BlasTech Weapon Mod Salvage,1
2,Shaak Ti,2
2,Mk 2 Sienar Holo Projector Prototype Salvage,2
2,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
3,Amilyn Holdo,4
3,Mk 5 A/KT Stun Gun Prototype Salvage,1
3,Mk 5 Merr-Sonn Thermal Detonator Prototype Salvage,3
3,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
4,Droideka,6
4,Xanadu Blood,2
4,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
4,Mk 6 Nubian Security Scanner Prototype Salvage,1
4,Mk 4 Nubian Security Scanner Prototype Salvage,4
5,Mk 2 TaggeCo Holo Lens,2
6,B1 Battle Droid,2
6,Mk 9 Fabritech Data Pad Salvage,1
7,IG-100 MagnaGuard,4
7,Ability Material Mk III,1
7,Ability Material Mk II,1
7,Ability Material Mk I,2
8,Mk 5 Athakam Medpac Component,1
8,Mk 6 Carbanti Sensor Array Salvage,2
8,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
8,Mk 3 Chiewab Hypo Syringe Prototype Salvage,6
8,Mk 5 BlasTech Weapon Mod Prototype,6
9,IG-100 MagnaGuard,6
9,Ability Material Mk II,2
9,Ability Material Mk I,2
10,B1 Battle Droid,4
10,Mk 9 Fabritech Data Pad Salvage,1
10,Mk 2 Sienar Holo Projector Prototype Salvage,1
10,Reinforcement Materials,1
10,Ship Ability Material Mk III,1
11,Enfys Nest,4
11,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
11,Reinforcement Materials,1
11,Ship Ability Material Mk III,1
12,Mk 5 Athakam Medpac Component,4
12,Mk 6 Carbanti Sensor Array Salvage,1
12,Mk 1 Zaltin Bacta Gel Prototype Salvage,6
12,Mk 3 Chiewab Hypo Syringe Prototype Salvage,6
12,Mk 5 BlasTech Weapon Mod Prototype,13
13,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
13,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
14,Mk 3 Chiewab Hypo Syringe Prototype Salvage,7
14,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
14,Mk 5 BlasTech Weapon Mod Prototype,6
