battleID,reward,count
1,Jango Fett,2
1,Mk 4 SoroSuub Keypad Salvage,2
1,Mk 3 Czerka Stun Cuffs Salvage,1
1,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
1,Mk 10 BlasTech Weapon Mod Salvage,1
2,Shaak Ti,2
3,Mk 9 Fabritech Data Pad Salvage,1
3,Mk 1 Chedak Comlink Salvage,1
5,Incomplete Signal Data,3
5,Ability Material Mk II,3
5,Ability Material Mk I,3
6,Bossk,4
6,Mk 9 Fabritech Data Pad Salvage,1
6,Mk 5 Nubian Security Scanner Prototype Salvage,2
6,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
6,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
7,Carth Onasi,2
7,Mk 3 Carbanti Sensor Array Salvage,1
7,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
7,Mk 2 Chedak Comlink Prototype,2
8,First Order Executioner,4
8,Ability Material Mk II,1
8,Ability Material Mk I,2
9,Hound's Tooth,1
9,Mk 4 SoroSuub Keypad Salvage,1
10,Juhani,6
10,Mk 3 Sienar Holo Projector Salvage,2
10,Mk 6 Nubian Security Scanner Prototype Salvage,1
10,Mk 6 Fabritech Data Pad Salvage,3
10,Mk 4 Chiewab Hypo Syringe Prototype Salvage,4
11,Jedi Knight Anakin,4
11,Ability Material Mk III,1
11,Ability Material Mk II,1
11,Ability Material Mk I,2
12,Jango Fett,2
12,Hound's Tooth,2
12,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
12,Mk 10 BlasTech Weapon Mod Salvage,1
13,Enfys Nest,4
13,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
13,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
13,Reinforcement Materials,1
14,Mk 5 A/KT Stun Gun Prototype Salvage,6
14,Mk 3 Chiewab Hypo Syringe Prototype Salvage,3
14,Mk 2 SoroSuub Keypad Prototype,7
15,Mk 5 A/KT Stun Gun Prototype Salvage,5
15,Mk 7 BAW Armor Mod Prototype Salvage,4
15,Mk 4 Loronar Power Cell Prototype,9
16,Fragmented Signal Data,7
16,Ability Material Mk III,1
16,Ability Material Mk II,3
16,Ability Material Mk I,3
17,Mk 5 A/KT Stun Gun Prototype Salvage,4
17,Mk 3 Chiewab Hypo Syringe Prototype Salvage,4
17,Mk 2 SoroSuub Keypad Prototype,1
