battleID,reward,count
1,Incomplete Signal Data,3
1,Ability Material Mk II,1
1,Ability Material Mk I,2
2,Amilyn Holdo,4
2,Mk 5 A/KT Stun Gun Prototype Salvage,1
2,Mk 3 Chiewab Hypo Syringe Prototype Salvage,3
2,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
3,Shaak Ti,2
3,Mk 10 TaggeCo Holo Lens Salvage,1
3,Reinforcement Materials,1
4,B1 Battle Droid,4
4,Mk 9 Fabritech Data Pad Salvage,1
4,Mk 2 Sienar Holo Projector Prototype Salvage,1
4,Mk 1 Chedak Comlink Salvage,1
4,Ship Ability Material Mk II,2
4,Ship Ability Material Mk I,1
5,Jango Fett,2
5,Hound's Tooth,1
5,Mk 4 SoroSuub Keypad Salvage,2
5,Mk 3 Czerka Stun Cuffs Salvage,1
6,Mk 5 A/KT Stun Gun Prototype Salvage,6
6,Mk 7 BAW Armor Mod Prototype Salvage,5
6,Mk 4 Loronar Power Cell Prototype,5
7,Mk 5 A/KT Stun Gun Prototype Salvage,1
7,Mk 7 BAW Armor Mod Prototype Salvage,3
7,Mk 4 Loronar Power Cell Prototype,3
8,Mk 5 A/KT Stun Gun Prototype Salvage,1
8,Mk 7 BAW Armor Mod Prototype Salvage,4
8,Mk 4 Loronar Power Cell Prototype,7
9,Mk 7 BAW Armor Mod Prototype Salvage,7
9,Mk 4 Loronar Power Cell Prototype,7
10,Mk 5 A/KT Stun Gun Prototype Salvage,1
10,Mk 7 BAW Armor Mod Prototype Salvage,5
10,Mk 4 Loronar Power Cell Prototype,6
11,Enfys Nest,2
11,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
12,Incomplete Signal Data,8
12,Ability Material Mk III,2
12,Ability Material Mk II,4
12,Ability Material Mk I,3
13,Mk 5 A/KT Stun Gun Prototype Salvage,8
13,Mk 3 Chiewab Hypo Syringe Prototype Salvage,2
13,Mk 2 SoroSuub Keypad Prototype,10
14,Enfys Nest,2
14,Mk 4 Chiewab Hypo Syringe Prototype Salvage,2
14,Ship Ability Material Omega,1
15,Mk 1 BAW Armor Mod,3
15,Mk 3 Neuro-Saav Electrobinoculars,4
