battleID,reward,count
1,BTL-B Y-wing Starfighter,2
1,Ima-Gun Di,4
1,Mk 6 Chiewab Hypo Syringe Salvage,2
1,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
1,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
1,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,3
2,Jango Fett,2
2,Hound's Tooth,1
2,Mk 4 SoroSuub Keypad Salvage,1
2,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
3,Ebon Hawk,2
3,Ability Material Mk III,1
3,Ability Material Mk II,1
4,Mk 10 TaggeCo Holo Lens Salvage,1
4,Mk 2 Sienar Holo Projector Prototype Salvage,1
4,Reinforcement Materials,1
4,Ship Ability Material Mk II,1
5,Xanadu Blood,2
5,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
5,Mk 4 TaggeCo Holo Lens Salvage,1
5,Mk 4 Nubian Security Scanner Prototype Salvage,1
6,Resistance Trooper,2
6,Mk 4 BAW Armor Mod Salvage,1
6,Mk 2 TaggeCo Holo Lens,2
6,Mk 1 BlasTech Weapon Mod,2
7,Amilyn Holdo,2
7,Mk 5 A/KT Stun Gun Prototype Salvage,2
7,Mk 5 Merr-Sonn Thermal Detonator Prototype Salvage,1
7,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
7,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
8,Mk 9 Fabritech Data Pad Salvage,1
8,Mk 2 Sienar Holo Projector Prototype Salvage,2
8,Reinforcement Materials,3
9,IG-100 MagnaGuard,8
9,Ability Material Mk II,1
10,Enfys Nest,6
10,Mk 4 Chiewab Hypo Syringe Prototype Salvage,2
10,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
10,Ship Ability Material Mk II,1
11,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
11,Mk 2 Arakyd Droid Caller,2
12,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,6
12,Mk 1 Czerka Stun Cuffs,15
13,Mk 5 Athakam Medpac Component,1
13,Mk 6 Carbanti Sensor Array Salvage,1
13,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
13,Mk 3 Chiewab Hypo Syringe Prototype Salvage,2
13,Mk 5 BlasTech Weapon Mod Prototype,1
14,IG-100 MagnaGuard,4
14,Ability Material Mk III,1
14,Ability Material Mk I,1
15,Mk 3 Chiewab Hypo Syringe Prototype Salvage,3
15,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
15,Mk 5 BlasTech Weapon Mod Prototype,1
16,Mk 5 Athakam Medpac Component,1
16,Mk 6 Carbanti Sensor Array Salvage,1
16,Mk 3 Chiewab Hypo Syringe Prototype Salvage,2
16,Mk 1 Zaltin Bacta Gel Prototype Salvage,3
16,Mk 5 BlasTech Weapon Mod Prototype,4
17,Mk 7 BAW Armor Mod Prototype Salvage,1
