battleID,reward,count
1,Incomplete Signal Data,2
1,Ability Material Mk II,3
1,Ability Material Mk I,3
2,Jango Fett,4
2,Hound's Tooth,3
2,Mk 4 SoroSuub Keypad Salvage,1
2,Mk 3 Czerka Stun Cuffs Salvage,2
3,Xanadu Blood,2
3,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
3,Mk 4 Nubian Security Scanner Prototype Salvage,2
3,Mk 4 TaggeCo Holo Lens Salvage,1
4,Shaak Ti,2
4,Mk 10 TaggeCo Holo Lens Salvage,2
5,B1 Battle Droid,4
5,Mk 9 Fabritech Data Pad Salvage,2
5,Mk 2 Sienar Holo Projector Prototype Salvage,2
5,Reinforcement Materials,1
5,Ship Ability Material Mk III,1
6,Enfys Nest,4
6,Mk 4 Chiewab Hypo Syringe Prototype Salvage,2
6,Mk 3 Chiewab Hypo Syringe Prototype Salvage,2
7,Mk 5 A/KT Stun Gun Prototype Salvage,3
7,Mk 3 Chiewab Hypo Syringe Prototype Salvage,5
7,Mk 2 SoroSuub Keypad Prototype,8
8,Mk 5 A/KT Stun Gun Prototype Salvage,4
8,Mk 3 Chiewab Hypo Syringe Prototype Salvage,5
8,Mk 2 SoroSuub Keypad Prototype,3
9,Fragmented Signal Data,9
9,Ability Material Mk III,2
9,Ability Material Mk II,6
9,Ability Material Mk I,5
10,Enfys Nest,2
10,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
10,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
11,Mk 5 Nubian Design Tech Prototype Salvage,1
11,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
11,Mk 1 Carbanti Sensor Array Prototype Salvage,2
12,Bossk,6
12,Mk 5 Nubian Security Scanner Prototype Salvage,2
12,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
12,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
13,First Order Executioner,10
13,Ability Material Mk II,4
13,Ability Material Mk I,4
14,Carth Onasi,6
14,Mk 3 Carbanti Sensor Array Salvage,3
14,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
14,Mk 2 Chedak Comlink Prototype,1
15,Mk 5 A/KT Stun Gun Prototype Salvage,1
15,Mk 3 Chiewab Hypo Syringe Prototype Salvage,5
15,Mk 2 SoroSuub Keypad Prototype,5
16,Mk 12 Czerka Stun Cuffs Prototype Salvage,1
16,Mk 6 Nubian Security Scanner Prototype Salvage,1
16,Mk 6 Fabritech Data Pad Salvage,4
16,Mk 6 BlasTech Weapon Mod Prototype,6
16,Ship Ability Material Mk II,1
