battleID,reward,count
1,BTL-B Y-wing Starfighter,3
1,Ima-Gun Di,4
1,Mk 6 Chiewab Hypo Syringe Salvage,3
1,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
2,Amilyn Holdo,2
2,Mk 5 A/KT Stun Gun Prototype Salvage,2
2,Mk 5 Merr-Sonn Thermal Detonator Prototype Salvage,1
2,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
2,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
3,Flawed Signal Data,10
3,Ability Material Mk III,5
3,Ability Material Mk II,9
3,Ability Material Mk I,13
4,Flawed Signal Data,4
4,Ability Material Mk III,2
4,Ability Material Mk II,3
4,Ability Material Mk I,4
5,Jango Fett,2
5,Hound's Tooth,2
5,Mk 3 Czerka Stun Cuffs Salvage,2
5,Mk 4 SoroSuub Keypad Salvage,1
5,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
5,Mk 10 BlasTech Weapon Mod Salvage,1
6,Droideka,2
6,Xanadu Blood,2
6,Mk 6 Nubian Security Scanner Prototype Salvage,1
6,Mk 2 Zaltin Bacta Gel Prototype Salvage,2
6,Mk 4 TaggeCo Holo Lens Salvage,1
6,Mk 4 Nubian Security Scanner Prototype Salvage,1
7,Shaak Ti,2
7,Mk 10 TaggeCo Holo Lens Salvage,1
7,Mk 2 Sienar Holo Projector Prototype Salvage,1
7,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
7,Reinforcement Materials,3
7,Ship Ability Material Mk I,1
8,Threepio & Chewie,1
8,Mk 3 Sienar Holo Projector Salvage,1
8,Mk 7 BAW Armor Mod Prototype Salvage,3
8,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
9,B1 Battle Droid,2
9,Mk 2 Sienar Holo Projector Prototype Salvage,2
9,Mk 1 Chedak Comlink Salvage,3
10,Enfys Nest,2
10,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
10,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
10,Ship Ability Material Mk I,1
11,Flawed Signal Data,5
11,Ability Material Mk III,1
11,Ability Material Mk II,1
11,Ability Material Mk I,3
12,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
12,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
12,Mk 4 Chiewab Hypo Syringe Prototype Salvage,1
12,Ship Ability Material Mk I,1
13,Resistance Trooper,2
13,Mk 4 BAW Armor Mod Salvage,2
13,Mk 1 BlasTech Weapon Mod,3
14,Mk 5 A/KT Stun Gun Prototype Salvage,1
14,Mk 3 Chiewab Hypo Syringe Prototype Salvage,2
14,Mk 2 SoroSuub Keypad Prototype,5
15,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
15,Mk 4 Zaltin Bacta Gel Salvage,1
15,Reinforcement Materials,1
15,Ship Ability Material Mk III,1
15,Ship Ability Material Mk I,1
