battleID,reward,count
1,Mother Talzin,1
1,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
2,Darth Nihilus,2
2,Mk 4 Arakyd Droid Caller Salvage,1
2,Mk 7 BAW Armor Mod Prototype Salvage,3
2,Mk 10 BlasTech Weapon Mod Salvage,1
3,Nightsister Zombie,1
3,Mk 5 Nubian Design Tech Prototype Salvage,1
3,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
3,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
4,Sun Fac's Geonosian Starfighter,1
4,Mk 1 Carbanti Sensor Array Prototype Salvage,2
5,Mk 5 A/KT Stun Gun Prototype Salvage,1
5,Scimitar,1
5,Mk 3 BAW Armor Mod,1
6,Jolee Bindo,3
6,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
6,Mk 6 Loronar Power Cell Salvage,4
6,Mk 2 Chiewab Hypo Syringe,4
7,Jolee Bindo,1
7,Mk 8 Neuro-Saav Electrobinoculars Salvage,3
7,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
8,Mother Talzin,1
8,Mk 4 CEC Fusion Furnace Prototype Salvage,1
8,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
8,Mk 1 Athakam Medpac Salvage,1
