battleID,reward,count
1,Mk 4 CEC Fusion Furnace Prototype Salvage,1
1,Mk 1 Athakam Medpac Salvage,2
1,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
2,Darth Nihilus,1
2,Mk 7 BAW Armor Mod Prototype Salvage,1
3,Sun Fac's Geonosian Starfighter,1
3,Mk 2 Zaltin Bacta Gel Prototype Salvage,3
4,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
5,Darth Nihilus,2
5,Mk 4 Arakyd Droid Caller Salvage,1
5,Mk 7 BAW Armor Mod Prototype Salvage,2
6,Mk 3 Carbanti Sensor Array Salvage,1
6,Mk 6 Loronar Power Cell Salvage,3
6,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
6,Mk 2 Chiewab Hypo Syringe,3
7,Jolee Bindo,1
7,Mk 8 Neuro-Saav Electrobinoculars Salvage,1
7,Mk 5 Loronar Power Cell Salvage,1
7,Reinforcement Materials,1
8,Mother Talzin,1
8,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
8,Mk 4 CEC Fusion Furnace Prototype Salvage,2
8,Mk 1 Athakam Medpac Salvage,2
8,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,2
9,Mk 1 Carbanti Sensor Array Prototype Salvage,1
