battleID,reward,count
1,Sith Empire Trooper,4
1,Ability Material Mk III,2
1,Ability Material Mk II,5
1,Ability Material Mk I,9
2,Bossk,4
2,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
3,Jango Fett,6
3,Hound's Tooth,2
3,Mk 4 SoroSuub Keypad Salvage,2
3,Mk 3 Czerka Stun Cuffs Salvage,1
3,Mk 10 BlasTech Weapon Mod Salvage,2
3,Mk 7 BlasTech Weapon Mod Prototype Salvage,2
4,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
5,Chief Chirpa,2
5,Ability Material Mk II,2
5,Ability Material Mk I,2
6,Ima-Gun Di,4
6,Mk 6 Chiewab Hypo Syringe Salvage,1
6,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
6,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
7,Anakin's Eta-2 Starfighter,2
7,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
8,Admiral Piett,1
8,Resistance Hero Poe,2
8,Mk 2 Zaltin Bacta Gel Prototype Salvage,2
8,Mk 5 Nubian Design Tech Prototype Salvage,2
8,Mk 1 Athakam Medpac Salvage,2
8,Mk 1 Carbanti Sensor Array Prototype Salvage,1
9,Sun Fac's Geonosian Starfighter,2
9,Mk 2 Zaltin Bacta Gel Prototype Salvage,3
9,Mk 1 Carbanti Sensor Array Prototype Salvage,1
9,Mk 1 CEC Fusion Furnace,1
10,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
11,Mk 10 TaggeCo Holo Lens Salvage,1
11,Mk 1 Zaltin Bacta Gel Prototype Salvage,2
11,Reinforcement Materials,1
11,Ship Ability Material Mk II,1
11,Ship Ability Material Mk I,1
12,Sith Empire Trooper,4
12,Ability Material Mk III,1
12,Ability Material Mk II,3
12,Ability Material Mk I,6
13,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
14,Injector Head Salvage,1
14,Mk 4 Carbanti Sensor Array Prototype Salvage,3
14,Mk 3 Arakyd Droid Caller Salvage,4
14,Mk 1 SoroSuub Keypad,6
15,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
15,Reinforcement Materials,1
16,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
16,Ship Ability Material Mk I,1
17,Chief Chirpa,6
17,Ability Material Mk III,1
17,Ability Material Mk I,4
18,Jango Fett,4
18,Hound's Tooth,2
18,Mk 10 BlasTech Weapon Mod Salvage,1
19,Jango Fett,2
19,Hound's Tooth,2
19,Mk 3 Czerka Stun Cuffs Salvage,1
19,Mk 4 SoroSuub Keypad Salvage,1
19,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
19,Mk 10 BlasTech Weapon Mod Salvage,1
20,Carth Onasi,4
20,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
20,Mk 2 Chedak Comlink Prototype,1
21,Reinforcement Materials,1
21,Ship Ability Material Mk III,1
21,Ship Ability Material Mk I,1
22,Mk 8 Neuro-Saav Electrobinoculars Component,1
22,Mk 5 TaggeCo Holo Lens Prototype Salvage,4
22,Mk 3 Arakyd Droid Caller Salvage,2
22,Mk 4 BlasTech Weapon Mod Prototype,2
