battleID,reward,count
1,B2 Super Battle Droid,12
1,Ability Material Mk III,2
1,Ability Material Mk II,2
1,Ability Material Mk I,10
2,B2 Super Battle Droid,2
2,Ability Material Mk III,1
2,Ability Material Mk II,1
2,Ability Material Mk I,4
3,BTL-B Y-wing Starfighter,1
3,Ima-Gun Di,2
3,Mk 6 Chiewab Hypo Syringe Salvage,1
3,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,3
3,Mk 6 TaggeCo Holo Lens Prototype Salvage,2
4,Hound's Tooth,3
4,Mk 3 Czerka Stun Cuffs Salvage,1
4,Mk 4 SoroSuub Keypad Salvage,2
4,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
4,Mk 10 BlasTech Weapon Mod Salvage,3
5,Bossk,4
5,Mk 9 Fabritech Data Pad Salvage,1
5,Mk 10 Neuro-Saav Electrobinoculars Salvage,1
5,Mk 5 Nubian Security Scanner Prototype Salvage,1
6,Shaak Ti,4
6,Mk 10 TaggeCo Holo Lens Salvage,3
6,Mk 2 Sienar Holo Projector Prototype Salvage,2
6,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
7,Xanadu Blood,1
7,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
7,Mk 4 Nubian Security Scanner Prototype Salvage,1
7,Mk 4 TaggeCo Holo Lens Salvage,1
8,Resistance Hero Poe,4
8,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
8,Mk 1 Carbanti Sensor Array Prototype Salvage,2
8,Mk 1 Athakam Medpac Salvage,2
9,First Order Executioner,8
9,Ability Material Mk I,2
10,Anakin's Eta-2 Starfighter,2
10,Mk 8 BlasTech Weapon Mod Prototype Salvage,1
10,Mk 3 TaggeCo Holo Lens Prototype,3
11,Emperor's Shuttle,1
11,Mk 5 Chiewab Hypo Syringe Prototype Salvage,2
11,Mk 4 Arakyd Droid Caller Salvage,2
11,Mk 4 BAW Armor Mod Salvage,1
11,Mk 1 Chedak Comlink Salvage,1
12,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
12,Mk 2 Chedak Comlink Prototype,1
13,Mk 4 Arakyd Droid Caller Salvage,2
13,Mk 5 Chiewab Hypo Syringe Prototype Salvage,1
13,Mk 4 BAW Armor Mod Salvage,2
13,Mk 1 Chedak Comlink Salvage,1
14,Jango Fett,6
14,Hound's Tooth,1
14,Mk 4 SoroSuub Keypad Salvage,2
14,Mk 3 Czerka Stun Cuffs Salvage,2
14,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
14,Mk 10 BlasTech Weapon Mod Salvage,3
15,First Order Executioner,10
15,Ability Material Mk II,1
16,Mk 3 Carbanti Sensor Array Salvage,2
16,Mk 6 TaggeCo Holo Lens Prototype Salvage,1
16,Mk 2 Chedak Comlink Prototype,2
16,Ship Ability Material Mk II,1
17,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
18,B2 Super Battle Droid,8
18,Ability Material Mk III,2
18,Ability Material Mk II,1
18,Ability Material Mk I,2
19,Droideka,2
19,Xanadu Blood,1
19,Mk 4 Nubian Security Scanner Prototype Salvage,1
20,B1 Battle Droid,4
20,Mk 9 Fabritech Data Pad Salvage,1
20,Mk 2 Sienar Holo Projector Prototype Salvage,1
20,Reinforcement Materials,1
20,Ship Ability Material Mk III,1
20,Ship Ability Material Mk II,1
21,Mk 10 TaggeCo Holo Lens Salvage,1
21,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
21,Mk 5 Loronar Power Cell Salvage,1
