battleID,reward,count
1,Bossk,4
1,Mk 9 Fabritech Data Pad Salvage,1
2,BTL-B Y-wing Starfighter,1
2,Ima-Gun Di,2
2,Mk 8 BlasTech Weapon Mod Prototype Salvage,3
2,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
2,Mk 6 TaggeCo Holo Lens Prototype Salvage,3
3,Shaak Ti,2
3,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
3,Mk 2 Sienar Holo Projector Prototype Salvage,1
3,Ship Ability Material Mk III,1
3,Ship Ability Material Mk II,1
4,Amilyn Holdo,6
4,Mk 5 A/KT Stun Gun Prototype Salvage,1
4,Mk 5 Merr-Sonn Thermal Detonator Prototype Salvage,1
4,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
4,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
5,IG-100 MagnaGuard,10
5,Ability Material Mk III,2
5,Ability Material Mk II,2
5,Ability Material Mk I,4
6,IG-100 MagnaGuard,6
6,Ability Material Mk I,1
7,Xanadu Blood,1
7,Mk 4 Nubian Security Scanner Prototype Salvage,1
8,Resistance Trooper,6
8,Mk 4 BAW Armor Mod Salvage,1
8,Mk 2 TaggeCo Holo Lens,5
8,Mk 1 BlasTech Weapon Mod,4
9,B1 Battle Droid,4
9,Mk 9 Fabritech Data Pad Salvage,1
9,Ship Ability Material Mk II,1
10,Jango Fett,4
10,Hound's Tooth,2
10,Mk 3 Czerka Stun Cuffs Salvage,2
10,Mk 4 SoroSuub Keypad Salvage,1
10,Mk 10 BlasTech Weapon Mod Salvage,3
10,Mk 7 BlasTech Weapon Mod Prototype Salvage,1
12,Enfys Nest,4
12,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
13,IG-100 MagnaGuard,8
13,Ability Material Mk II,1
13,Ability Material Mk I,3
14,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
14,Mk 8 Neuro-Saav Electrobinoculars Salvage,2
14,Mk 6 Arakyd Droid Caller Salvage,2
14,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,5
14,Mk 4 BioTech Implant Prototype,4
15,Enfys Nest,2
15,Mk 3 Chiewab Hypo Syringe Prototype Salvage,1
