battleID,reward,count
1,Mother Talzin,1
1,Mk 4 CEC Fusion Furnace Prototype Salvage,1
1,Mk 1 Athakam Medpac Salvage,2
1,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,1
2,Mk 4 Arakyd Droid Caller Salvage,1
2,Mk 8 Neuro-Saav Electrobinoculars Component,4
2,Mk 10 BlasTech Weapon Mod Salvage,1
2,Mk 7 BAW Armor Mod Prototype Salvage,1
3,Sun Fac's Geonosian Starfighter,1
3,Mk 2 Zaltin Bacta Gel Prototype Salvage,2
3,Mk 1 Carbanti Sensor Array Prototype Salvage,1
4,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
5,Mk 5 A/KT Stun Gun Prototype Salvage,2
5,Scimitar,1
5,Mk 1 Zaltin Bacta Gel Prototype Salvage,1
5,Mk 3 BAW Armor Mod,1
5,Reinforcement Materials,1
6,Nightsister Zombie,1
6,Mk 5 Nubian Design Tech Prototype Salvage,1
6,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
6,Mk 5 TaggeCo Holo Lens Prototype Salvage,1
7,Mk 5 A/KT Stun Gun Prototype Salvage,1
7,Scimitar,1
7,Mk 3 BAW Armor Mod,2
8,Jolee Bindo,4
8,Mk 3 Carbanti Sensor Array Salvage,1
8,Mk 6 Loronar Power Cell Salvage,3
8,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,1
8,Mk 2 Chiewab Hypo Syringe,3
9,Sun Fac's Geonosian Starfighter,2
9,Mk 1 Carbanti Sensor Array Prototype Salvage,4
9,Mk 1 CEC Fusion Furnace ,1
