battleID,reward,count
1,Mother Talzin,1
1,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
2,Darth Nihilus,1
2,Mk 8 Neuro-Saav Electrobinoculars Component,2
2,Mk 4 Arakyd Droid Caller Salvage,2
2,Mk 7 BAW Armor Mod Prototype Salvage,3
3,Sun Fac's Geonosian Starfighter,1
3,Ship Ability Material Mk I,1
4,Mk 5 A/KT Stun Gun Prototype Salvage,1
4,Scimitar,2
4,Reinforcement Materials,1
5,Jolee Bindo,1
5,Mk 3 Carbanti Sensor Array Salvage,1
5,Mk 3 Merr-Sonn Thermal Detonator Prototype Salvage,2
5,Mk 2 Chiewab Hypo Syringe,4
6,Mk 8 Neuro-Saav Electrobinoculars Salvage,1
6,Mk 4 Merr-Sonn Thermal Detonator Prototype Salvage,1
6,Reinforcement Materials,1
6,Ship Ability Material Mk II,1
7,Mk 8 BlasTech Weapon Mod Prototype Salvage,2
7,Mk 6 Neuro-Saav Electrobinoculars Prototype Salvage,2
8,Sun Fac's Geonosian Starfighter,1
8,Mk 2 Zaltin Bacta Gel Prototype Salvage,1
8,Mk 1 Carbanti Sensor Array Prototype Salvage,2
8,Mk 1 CEC Fusion Furnace,1
